shipmode;sales;quantity;discount;profit;segment;region;state;subcategory;category;orderdate_day;orderdate_month;orderdate_year;shipdate_day;shipdate_month;shipdate_year;preparationtime;Pais1;Pais2;Pais3;Pais4;Pais5;Pais6
Standard Class;35679;7;0;999012;Consumer;West;California;Appliances                                        ;Office Supplies;27;2;2016;2;3;2016;4;España;Francia;Italia;Portugal;;
Standard Class;122328;3;2;122328;Consumer;West;Colorado;Appliances                                        ;Office Supplies;16;8;2015;22;8;2015;6;España;Francia;Italia;Portugal;;
Standard Class;81552;2;2;81552;Consumer;East;Pennsylvania;Appliances                                        ;Office Supplies;26;12;2013;31;12;2013;5;España;Francia;Italia;Portugal;;
Second Class;8718;3;2;8718;Consumer;South;Tennessee;Appliances                                        ;Office Supplies;19;3;2015;21;3;2015;2;España;Francia;Italia;Portugal;;
Second Class;108975;3;0;30513;Consumer;West;Utah;Appliances                                        ;Office Supplies;4;8;2013;9;8;2013;5;España;Francia;Italia;Portugal;;
Standard Class;108975;3;0;30513;Consumer;Central;Wisconsin;Appliances                                        ;Office Supplies;8;12;2016;13;12;2016;5;España;Francia;Italia;Portugal;;
Standard Class;39;12;0;1131;Corporate;West;California;Appliances                                        ;Office Supplies;21;11;2015;28;11;2015;7;España;Francia;Italia;Portugal;;
Standard Class;52;2;2;585;Consumer;South;Florida;Appliances                                        ;Office Supplies;3;6;2016;10;6;2016;7;España;Francia;Italia;Portugal;;
Standard Class;182;7;2;20475;Consumer;East;Pennsylvania;Appliances                                        ;Office Supplies;3;5;2014;7;5;2014;4;España;Francia;Italia;Portugal;;
Standard Class;2275;7;0;65975;Consumer;East;New Jersey;Appliances                                        ;Office Supplies;11;12;2016;17;12;2016;6;España;Francia;Italia;Portugal;;
First Class;26;1;2;2925;Consumer;West;Colorado;Appliances                                        ;Office Supplies;3;8;2013;5;8;2013;2;España;Francia;Italia;Portugal;;
Same Day;663936;4;2;82992;Home Office;East;Ohio;Appliances                                        ;Office Supplies;30;11;2016;30;11;2016;0;España;Francia;Italia;Portugal;;
Standard Class;41496;2;0;124488;Home Office;East;New York;Appliances                                        ;Office Supplies;25;12;2014;29;12;2014;4;España;Francia;Italia;Portugal;;
First Class;20748;1;0;62244;Home Office;East;New York;Appliances                                        ;Office Supplies;9;9;2015;11;9;2015;2;España;Francia;Italia;Portugal;;
First Class;186732;1;1;41496;Home Office;Central;Michigan;Appliances                                        ;Office Supplies;28;4;2014;1;5;2014;3;España;Francia;Italia;Portugal;;
First Class;167292;6;1;297408;Corporate;Central;Michigan;Appliances                                        ;Office Supplies;28;11;2015;1;12;2015;3;España;Francia;Italia;Portugal;;
First Class;3098;1;0;80548;Consumer;East;New York;Appliances                                        ;Office Supplies;20;9;2013;23;9;2013;3;España;Francia;Italia;Portugal;;
Standard Class;12392;5;2;9294;Consumer;East;Ohio;Appliances                                        ;Office Supplies;31;5;2015;5;6;2015;5;España;Francia;Italia;Portugal;;
Standard Class;6196;2;0;161096;Corporate;East;Massachusetts;Appliances                                        ;Office Supplies;10;9;2014;14;9;2014;4;España;Francia;Italia;Portugal;;
Standard Class;1549;5;0;40274;Consumer;South;Georgia;Appliances                                        ;Office Supplies;2;4;2013;8;4;2013;6;España;Francia;Italia;Portugal;;
Second Class;1549;5;0;40274;Corporate;West;California;Appliances                                        ;Office Supplies;13;3;2015;16;3;2015;3;España;Francia;Italia;Portugal;;
Standard Class;71564;2;0;17891;Home Office;Central;Minnesota;Appliances                                        ;Office Supplies;10;11;2014;14;11;2014;4;España;Francia;Italia;Portugal;;
Standard Class;143128;2;8;-393602;Consumer;Central;Illinois;Appliances                                        ;Office Supplies;8;6;2014;12;6;2014;4;España;Francia;Italia;Portugal;;
Same Day;644076;2;1;107346;Consumer;Central;Michigan;Appliances                                        ;Office Supplies;4;4;2014;4;4;2014;0;España;Francia;Italia;Portugal;;
Standard Class;250474;7;0;626185;Corporate;East;New York;Appliances                                        ;Office Supplies;19;11;2016;23;11;2016;4;España;Francia;Italia;Portugal;;
Standard Class;286256;1;2;17891;Consumer;East;Ohio;Appliances                                        ;Office Supplies;26;9;2015;30;9;2015;4;España;Francia;Italia;Portugal;;
First Class;71564;2;0;17891;Corporate;West;California;Appliances                                        ;Office Supplies;31;7;2015;3;8;2015;3;España;Francia;Italia;Portugal;;
First Class;88832;4;2;77728;Consumer;East;Pennsylvania;Appliances                                        ;Office Supplies;19;12;2014;20;12;2014;1;España;Francia;Italia;Portugal;;
Standard Class;11104;4;0;299808;Home Office;East;New Jersey;Appliances                                        ;Office Supplies;11;9;2014;18;9;2014;7;España;Francia;Italia;Portugal;;
Standard Class;44416;2;2;38864;Consumer;East;Pennsylvania;Appliances                                        ;Office Supplies;21;6;2013;25;6;2013;4;España;Francia;Italia;Portugal;;
Second Class;18066;3;0;505848;Consumer;South;Kentucky;Appliances                                        ;Office Supplies;16;6;2016;21;6;2016;5;España;Francia;Italia;Portugal;;
Second Class;13;5;2;13;Consumer;South;Florida;Appliances                                        ;Office Supplies;14;9;2013;18;9;2013;4;España;Francia;Italia;Portugal;;
Second Class;29403;3;1;52272;Corporate;Central;Michigan;Appliances                                        ;Office Supplies;9;10;2014;12;10;2014;3;España;Francia;Italia;Portugal;;
Standard Class;4356;5;2;3267;Home Office;West;Colorado;Appliances                                        ;Office Supplies;27;4;2014;2;5;2014;5;España;Francia;Italia;Portugal;;
Same Day;26136;3;2;19602;Consumer;East;Ohio;Appliances                                        ;Office Supplies;2;5;2013;2;5;2013;0;España;Francia;Italia;Portugal;;
Standard Class;3267;3;0;84942;Corporate;South;Mississippi;Appliances                                        ;Office Supplies;17;3;2013;21;3;2013;4;España;Francia;Italia;Portugal;;
Standard Class;60984;7;2;45738;Corporate;West;Colorado;Appliances                                        ;Office Supplies;21;12;2014;25;12;2014;4;España;Francia;Italia;Portugal;;
Second Class;4356;2;8;-117612;Corporate;Central;Illinois;Appliances                                        ;Office Supplies;10;12;2015;14;12;2015;4;España;Francia;Italia;Portugal;;
Standard Class;1089;1;0;28314;Consumer;West;California;Appliances                                        ;Office Supplies;11;11;2016;16;11;2016;5;España;Francia;Italia;Portugal;;
Standard Class;3267;3;0;84942;Consumer;East;New York;Appliances                                        ;Office Supplies;5;2;2016;10;2;2016;5;España;Francia;Italia;Portugal;;
First Class;2178;2;0;56628;Consumer;West;California;Appliances                                        ;Office Supplies;21;6;2015;22;6;2015;1;España;Francia;Italia;Portugal;;
Standard Class;14016;4;8;-31536;Consumer;Central;Illinois;Appliances                                        ;Office Supplies;6;12;2013;10;12;2013;4;España;Francia;Italia;Portugal;;
Standard Class;3504;2;0;12264;Consumer;South;Virginia;Appliances                                        ;Office Supplies;17;11;2016;23;11;2016;6;España;Francia;Italia;Portugal;;
Standard Class;5256;3;0;18396;Consumer;East;New York;Appliances                                        ;Office Supplies;13;6;2015;18;6;2015;5;España;Francia;Italia;Portugal;;
Standard Class;98112;7;2;18396;Home Office;East;Pennsylvania;Appliances                                        ;Office Supplies;5;4;2014;10;4;2014;5;España;Francia;Italia;Portugal;;
Second Class;1975;5;0;5135;Consumer;Central;Indiana;Appliances                                        ;Office Supplies;21;11;2014;23;11;2014;2;España;Francia;Italia;Portugal;;
Standard Class;158;4;0;4108;Corporate;West;California;Appliances                                        ;Office Supplies;5;10;2016;10;10;2016;5;España;Francia;Italia;Portugal;;
First Class;948;3;2;711;Consumer;East;Pennsylvania;Appliances                                        ;Office Supplies;29;7;2015;30;7;2015;1;España;Francia;Italia;Portugal;;
Standard Class;79;2;0;2054;Corporate;West;California;Appliances                                        ;Office Supplies;27;12;2015;1;1;2016;5;España;Francia;Italia;Portugal;;
Standard Class;316;4;8;-8532;Consumer;Central;Texas;Appliances                                        ;Office Supplies;14;10;2013;18;10;2013;4;España;Francia;Italia;Portugal;;
Standard Class;24588;3;8;-67617;Corporate;Central;Texas;Appliances                                        ;Office Supplies;21;11;2014;27;11;2014;6;España;Francia;Italia;Portugal;;
Standard Class;12294;3;0;30735;Consumer;East;New York;Appliances                                        ;Office Supplies;30;12;2013;4;1;2014;5;España;Francia;Italia;Portugal;;
Standard Class;92064;6;8;-2255568;Corporate;Central;Illinois;Appliances                                        ;Office Supplies;16;2;2015;20;2;2015;4;España;Francia;Italia;Portugal;;
Standard Class;207144;3;1;483336;Corporate;Central;Michigan;Appliances                                        ;Office Supplies;9;3;2015;14;3;2015;5;España;Francia;Italia;Portugal;;
Same Day;8379;7;0;226233;Consumer;West;California;Appliances                                        ;Office Supplies;13;8;2016;13;8;2016;0;España;Francia;Italia;Portugal;;
Standard Class;3591;3;0;96957;Corporate;East;New York;Appliances                                        ;Office Supplies;11;5;2013;18;5;2013;7;España;Francia;Italia;Portugal;;
Standard Class;76608;8;2;67032;Corporate;South;Tennessee;Appliances                                        ;Office Supplies;15;6;2016;20;6;2016;5;España;Francia;Italia;Portugal;;
Standard Class;3591;3;0;96957;Consumer;East;New York;Appliances                                        ;Office Supplies;24;12;2016;29;12;2016;5;España;Francia;Italia;Portugal;;
First Class;2394;1;8;-63441;Consumer;Central;Illinois;Appliances                                        ;Office Supplies;2;12;2013;4;12;2013;2;España;Francia;Italia;Portugal;;
Standard Class;34176;3;8;-871488;Corporate;Central;Texas;Appliances                                        ;Office Supplies;23;11;2013;27;11;2013;4;España;Francia;Italia;Portugal;;
First Class;17088;3;0;495552;Consumer;East;New York;Appliances                                        ;Office Supplies;27;2;2015;2;3;2015;3;España;Francia;Italia;Portugal;;
Standard Class;22784;4;0;660736;Home Office;West;Idaho;Appliances                                        ;Office Supplies;6;10;2016;11;10;2016;5;España;Francia;Italia;Portugal;;
Second Class;11392;2;0;330368;Consumer;East;Massachusetts;Appliances                                        ;Office Supplies;8;8;2014;10;8;2014;2;España;Francia;Italia;Portugal;;
Standard Class;48792;3;8;-1268592;Corporate;Central;Illinois;Appliances                                        ;Office Supplies;22;4;2015;27;4;2015;5;España;Francia;Italia;Portugal;;
Same Day;4066;5;0;113848;Consumer;West;California;Appliances                                        ;Office Supplies;11;9;2016;11;9;2016;0;España;Francia;Italia;Portugal;;
Standard Class;4066;5;0;113848;Consumer;East;New York;Appliances                                        ;Office Supplies;11;4;2014;15;4;2014;4;España;Francia;Italia;Portugal;;
Standard Class;130112;2;2;130112;Consumer;East;Ohio;Appliances                                        ;Office Supplies;18;12;2016;23;12;2016;5;España;Francia;Italia;Portugal;;
Standard Class;16264;2;0;455392;Corporate;East;New Jersey;Appliances                                        ;Office Supplies;18;7;2015;22;7;2015;4;España;Francia;Italia;Portugal;;
Standard Class;845728;13;2;845728;Consumer;West;Colorado;Appliances                                        ;Office Supplies;25;5;2014;29;5;2014;4;España;Francia;Italia;Portugal;;
Standard Class;48792;6;0;1366176;Home Office;West;California;Appliances                                        ;Office Supplies;9;8;2015;16;8;2015;7;España;Francia;Italia;Portugal;;
First Class;6144;3;0;165888;Consumer;West;California;Appliances                                        ;Office Supplies;11;6;2016;14;6;2016;3;España;Francia;Italia;Portugal;;
Standard Class;6144;3;0;165888;Corporate;East;New York;Appliances                                        ;Office Supplies;3;10;2015;7;10;2015;4;España;Francia;Italia;Portugal;;
